old_path,filename,size,last_modified,frontmatter_title,frontmatter_version,frontmatter_type,diataxis_category,target_path,cross_refs
02-design/architecture/adr/adr-008-v6-core-resource-trading-strategy.md,adr-008-v6-core-resource-trading-strategy.md,4496,2026-07-14T08:28:18.269016,ADR-008: 采用 V6 核心资源交易策略,,,explanation,docs/explanation/adr-008-v6-core-resource-trading-strategy.md,
02-design/architecture/adr/adr-009-dual-strategy-system.md,adr-009-dual-strategy-system.md,5587,2026-07-14T08:28:18.269016,ADR-009: 引入热门板块与价值洼地双策略体系,,,explanation,docs/explanation/adr-009-dual-strategy-system.md,
02-design/architecture/adr/adr-mcp-server-lifecycle.md,adr-mcp-server-lifecycle.md,7525,2026-07-13T22:53:54.805519,,,,reference,docs/reference/adr-mcp-server-lifecycle.md,
02-design/architecture/adr/README.md,README.md,19698,2026-07-14T08:28:18.269016,V9 架构决策记录（ADR）主索引,,,reference,docs/reference/README.md,
02-design/architecture/compliance/2026-06-29-data-architecture-governance.md,2026-06-29-data-architecture-governance.md,19901,2026-07-13T22:53:54.806518,,,,explanation,docs/explanation/2026-06-29-data-architecture-governance.md,
02-design/architecture/compliance/architecture-compliance-report.md,architecture-compliance-report.md,11724,2026-07-13T22:53:54.806518,,,,explanation,docs/explanation/architecture-compliance-report.md,
02-design/architecture/compliance/v6-v9-architecture-audit-action-list.md,v6-v9-architecture-audit-action-list.md,17438,2026-07-14T08:28:18.272074,V6 → V9 架构一致性整改行动清单,v2.0.0,,explanation,docs/explanation/v6-v9-architecture-audit-action-list.md,
02-design/architecture/compliance/v6-v9-architecture-audit-plan.md,v6-v9-architecture-audit-plan.md,7650,2026-07-14T08:28:18.272074,V6 → V9 架构一致性审计计划,v1.1.0,,explanation,docs/explanation/v6-v9-architecture-audit-plan.md,./v6-v9-architecture-audit-action-list.md
02-design/architecture/compliance/v6-v9-rectification-feasibility-report.md,v6-v9-rectification-feasibility-report.md,13971,2026-07-14T08:28:18.272074,V6→V9 架构整改校正评估与可行性分析报告,v1.0.0,,explanation,docs/explanation/v6-v9-rectification-feasibility-report.md,
02-design/architecture/compliance/v9-architecture-data-dictionary-validation-report.md,v9-architecture-data-dictionary-validation-report.md,11717,2026-07-13T22:53:54.808517,V9 架构 Phase 4 一致性验证报告,v1.0.0,,reference,docs/reference/v9-architecture-data-dictionary-validation-report.md,
02-design/architecture/compliance/v9-architecture-data-diff-report.md,v9-architecture-data-diff-report.md,23167,2026-07-14T08:28:18.272074,V9 架构资产差异分析报告（Phase 5 深层审计）,v0.9.1,,explanation,docs/explanation/v9-architecture-data-diff-report.md,
02-design/architecture/compliance/v9-architecture-rectification-strategy.md,v9-architecture-rectification-strategy.md,7599,2026-07-14T08:28:18.272074,V9 架构整改总体策略与执行计划,v1.0.0,,explanation,docs/explanation/v9-architecture-rectification-strategy.md,
02-design/architecture/subsystems/2026-06-21-hashrouter-for-static-hosting.md,2026-06-21-hashrouter-for-static-hosting.md,1059,2026-07-14T08:28:18.272074,ADR-004: React Router HashRouter,v0.9.0,,explanation,docs/explanation/2026-06-21-hashrouter-for-static-hosting.md,
02-design/architecture/subsystems/2026-06-27-dual-strategy-system.md,2026-06-27-dual-strategy-system.md,9598,2026-07-14T08:28:18.272074,ADR-009: 引入热门板块与价值洼地双策略体系,v0.9.0,,explanation,docs/explanation/2026-06-27-dual-strategy-system.md,
02-design/architecture/subsystems/ARCHITECTURE.md,ARCHITECTURE.md,15282,2026-07-13T22:53:54.810516,,,,explanation,docs/explanation/ARCHITECTURE.md,
02-design/architecture/subsystems/component-deprecation-policy.md,component-deprecation-policy.md,6332,2026-07-13T22:53:54.810516,,,,explanation,docs/explanation/component-deprecation-policy.md,../02-design/data-flow-spec.md; ../audit/v9-code-quality-kanban-20260629; ../02-design/widget-development-guide.md
02-design/architecture/subsystems/security-model.md,security-model.md,19044,2026-07-13T22:53:54.810516,,,,reference,docs/reference/security-model.md,
02-design/architecture/subsystems/V9_L2状态层补齐路线图.md,V9_L2状态层补齐路线图.md,19574,2026-07-13T22:53:54.811516,,,,explanation,docs/explanation/V9_L2状态层补齐路线图.md,
02-design/cabins/analysis-cabin-spec.md,analysis-cabin-spec.md,2392,2026-07-13T22:53:54.813515,,,,reference,docs/reference/analysis-cabin-spec.md,
02-design/cabins/analysis-screening-module-dev-plan.md,analysis-screening-module-dev-plan.md,16438,2026-07-14T08:28:18.274108,,,,explanation,docs/explanation/analysis-screening-module-dev-plan.md,
02-design/cabins/command-cabin-spec.md,command-cabin-spec.md,1975,2026-07-13T22:53:54.813515,,,,reference,docs/reference/command-cabin-spec.md,
02-design/cabins/core-scarce-strategy.md,core-scarce-strategy.md,5516,2026-07-13T22:53:54.814516,核心稀缺资源策略（core-scarce）,v1.0.0,,explanation,docs/explanation/core-scarce-strategy.md,./stock-selection-strategy.md; ../01-requirements/2026-06-24-adopt-v6-core-resource-trading-strategy.md
02-design/cabins/hot-momentum-strategy.md,hot-momentum-strategy.md,7101,2026-07-13T22:53:54.814516,热门赛道策略（hot-momentum）,v1.0.0,,explanation,docs/explanation/hot-momentum-strategy.md,./stock-selection-strategy.md; ./value-bargain-strategy.md
02-design/cabins/input-cabin-spec.md,input-cabin-spec.md,9379,2026-07-13T22:53:54.814516,输入舱业务规格与实现映射,v0.9.0,,reference,docs/reference/input-cabin-spec.md,
02-design/cabins/input-cabin-ui-reshaping.md,input-cabin-ui-reshaping.md,4168,2026-07-14T08:28:18.274108,输入舱 UI 体系化重塑说明,v0.9.0,,reference,docs/reference/input-cabin-ui-reshaping.md,
02-design/cabins/investment-pipeline-stage-analysis.md,investment-pipeline-stage-analysis.md,12196,2026-07-13T22:53:54.815516,投资流程阶段化分析：仓位、引擎、数据架构与数据交互,v0.9.0,,explanation,docs/explanation/investment-pipeline-stage-analysis.md,
02-design/cabins/output-cabin-spec.md,output-cabin-spec.md,1549,2026-07-13T22:53:54.815516,,,,reference,docs/reference/output-cabin-spec.md,
02-design/cabins/stock-selection-strategy.md,stock-selection-strategy.md,7971,2026-07-13T22:53:54.815516,V9 选股策略总文档,v1.0.0,,explanation,docs/explanation/stock-selection-strategy.md,./value-bargain-strategy.md; ./watchlist-strategy.md; ../01-requirements/2026-06-24-adopt-v6-core-resource-trading-strategy.md; ./hot-momentum-strategy.md; ./core-scarce-strategy.md; ../01-requirements/03-architecture-standards.md
02-design/cabins/trading-cabin-spec.md,trading-cabin-spec.md,1756,2026-07-13T22:53:54.816516,,,,reference,docs/reference/trading-cabin-spec.md,
02-design/cabins/trading-core-factors.md,trading-core-factors.md,9807,2026-07-14T08:28:18.274108,交易核心因子与复盘指标导入,v0.9.0,,explanation,docs/explanation/trading-core-factors.md,
02-design/cabins/value-bargain-strategy.md,value-bargain-strategy.md,8429,2026-07-13T22:53:54.816516,价值洼地策略（value-bargain）,v1.0.0,,explanation,docs/explanation/value-bargain-strategy.md,./hot-momentum-strategy.md; ./stock-selection-strategy.md; ./watchlist-strategy.md
02-design/cabins/watchlist-strategy.md,watchlist-strategy.md,6857,2026-07-13T22:53:54.816516,观察仓策略（watchlist）,v1.0.0,,explanation,docs/explanation/watchlist-strategy.md,./hot-momentum-strategy.md; ./stock-selection-strategy.md; ./core-scarce-strategy.md; ./value-bargain-strategy.md
02-design/cabins/业务能力补充报告_自选股异动_2026-07-09.md,业务能力补充报告_自选股异动_2026-07-09.md,2693,2026-07-13T22:53:54.818031,,,,explanation,docs/explanation/业务能力补充报告_自选股异动_2026-07-09.md,
02-design/cockpit/tradeReviewAI-skill-testing.md,tradeReviewAI-skill-testing.md,4518,2026-07-13T22:53:54.818031,,,,explanation,docs/explanation/tradeReviewAI-skill-testing.md,
02-design/cockpit/v6-cockpit-ui-reference.md,v6-cockpit-ui-reference.md,8210,2026-07-14T08:28:18.274108,v6-pro-cockpit UI 组件参考（输入舱）,v0.9.0,,reference,docs/reference/v6-cockpit-ui-reference.md,
02-design/cockpit/widget-development-guide.md,widget-development-guide.md,14862,2026-07-13T22:53:54.819043,Widget 开发指南,v1.2.0,,how-to,docs/how-to/widget-development-guide.md,
02-design/cockpit/widget-error-handling.md,widget-error-handling.md,6908,2026-07-14T08:28:18.274108,V9 Widget 错误隔离与降级规格,v0.9.0-doc-sync-batch2,,reference,docs/reference/widget-error-handling.md,
02-design/cockpit/widget-integration-checklist.md,widget-integration-checklist.md,4981,2026-07-13T22:53:54.819550,,,,reference,docs/reference/widget-integration-checklist.md,
02-design/components/atomic-component-system.md,atomic-component-system.md,21308,2026-07-13T22:53:54.819550,,,,reference,docs/reference/atomic-component-system.md,
02-design/components/component-library-guide.md,component-library-guide.md,13506,2026-07-13T22:53:54.819550,,,,how-to,docs/how-to/component-library-guide.md,
02-design/components/ui-design-agent-execution-plan.md,ui-design-agent-execution-plan.md,13031,2026-07-14T08:28:18.275615,,,,explanation,docs/explanation/ui-design-agent-execution-plan.md,
02-design/components/ui-design-system.md,ui-design-system.md,8500,2026-07-13T22:53:54.821775,,,,explanation,docs/explanation/ui-design-system.md,
02-design/components/ui-only-implementation-summary.md,ui-only-implementation-summary.md,8160,2026-07-14T08:28:18.275615,V6 Pro UI / Page 吸收落地总结（仅 UI 展示层，不动数据架构）,v0.9.0,,explanation,docs/explanation/ui-only-implementation-summary.md,
02-design/components/ui-remediation-tracker.md,ui-remediation-tracker.md,26728,2026-07-14T08:28:18.276676,,,,reference,docs/reference/ui-remediation-tracker.md,
02-design/components/UI改善部分检索报告.md,UI改善部分检索报告.md,7212,2026-07-14T08:28:18.275615,,,,explanation,docs/explanation/UI改善部分检索报告.md,
02-design/components/UI设计优化实施计划_详细版.md,UI设计优化实施计划_详细版.md,57211,2026-07-13T22:53:54.822784,,,,reference,docs/reference/UI设计优化实施计划_详细版.md,
02-design/components/V6-V9界面设计HTML精读报告.md,V6-V9界面设计HTML精读报告.md,11409,2026-07-13T22:53:54.823784,,,,explanation,docs/explanation/V6-V9界面设计HTML精读报告.md,
02-design/components/V6-V9界面设计优化可行性计划.md,V6-V9界面设计优化可行性计划.md,15948,2026-07-13T22:53:54.848302,,,,explanation,docs/explanation/V6-V9界面设计优化可行性计划.md,
02-design/components/v6pro-ui-page-diff-report.md,v6pro-ui-page-diff-report.md,23202,2026-07-13T22:53:54.871681,V6 Pro 备份源码/线上站点 与 V9 当前项目 UI & Page 差异全量对比报告,v0.9.0,,explanation,docs/explanation/v6pro-ui-page-diff-report.md,
02-design/components/v6pro-v9-gap-analysis-final.md,v6pro-v9-gap-analysis-final.md,8464,2026-07-13T22:53:54.876680,V6 Pro → V9 架构差异分析报告（最终版）,v2.1.0,,explanation,docs/explanation/v6pro-v9-gap-analysis-final.md,
02-design/data-layer/core-data-strategy-report.md,core-data-strategy-report.md,49408,2026-07-14T08:28:18.276676,,,,explanation,docs/explanation/core-data-strategy-report.md,
02-design/data-layer/data-collection-architecture.md,data-collection-architecture.md,13956,2026-07-14T08:28:18.276676,数据采集模块架构设计,v0.9.0,,explanation,docs/explanation/data-collection-architecture.md,
02-design/data-layer/data-collection-gap-analysis.md,data-collection-gap-analysis.md,16509,2026-07-13T22:53:54.878119,,,,explanation,docs/explanation/data-collection-gap-analysis.md,
02-design/data-layer/data-collection-route-ui-audit.md,data-collection-route-ui-audit.md,15829,2026-07-14T08:28:18.276676,,,,reference,docs/reference/data-collection-route-ui-audit.md,../../src/components/organisms/input/StockSearch.tsx; ../../src/pages/input/SevenDimConfigPage.tsx; ../../src/apps/output/OutputApp.tsx; ../../src/apps/input/InputDashboard.tsx; ../../src/apps/input/HotSectorPanel.tsx; ../../src/apps/input/DataTestPanel.tsx; ../../src/apps/input/BulkImportPanel.tsx; ../../src/pages/input/LocalKnowledgePage.tsx
02-design/data-layer/data-flow-spec.md,data-flow-spec.md,8895,2026-07-13T22:53:54.878813,V9 数据流规范,,,reference,docs/reference/data-flow-spec.md,../01-requirements/V9数据宪法.md; ../03-development/dataflow-engine-spec.md
02-design/data-layer/data-interaction-protocols.md,data-interaction-protocols.md,4982,2026-07-13T22:53:54.878813,数据交互协议,v0.9.0,,reference,docs/reference/data-interaction-protocols.md,
02-design/data-layer/data-layer-overview.md,data-layer-overview.md,26386,2026-07-13T22:53:54.878813,数据层总览（Data Layer Overview）,,,explanation,docs/explanation/data-layer-overview.md,../../AGENTS.md; ../standards/DATA_DICTIONARY_INDEX.md; ../02-design/05-engine-specs.md; ../architecture/overview.md
02-design/data-layer/dual-strategy-dataflow-spec.md,dual-strategy-dataflow-spec.md,7068,2026-07-14T08:28:18.276676,V9 双策略体系与数据流架构规格（用户输入版待校对）,v0.1.0-proposal,,reference,docs/reference/dual-strategy-dataflow-spec.md,
02-design/data-layer/dual-strategy-gap-analysis.md,dual-strategy-gap-analysis.md,16941,2026-07-14T08:28:18.276676,V9 双策略规格与现有项目差异分析报告,v0.1.0-proposal,,explanation,docs/explanation/dual-strategy-gap-analysis.md,
02-design/data-layer/dual-strategy-update-log-and-consistency-check.md,dual-strategy-update-log-and-consistency-check.md,15650,2026-07-14T08:28:18.276676,V9 双策略体系 — 更新日志与一致性检查,v1.0.0,,reference,docs/reference/dual-strategy-update-log-and-consistency-check.md,
02-design/data-layer/factor-tracking-roadmap.md,factor-tracking-roadmap.md,5814,2026-07-13T22:53:54.879826,因子提炼、扩容与追踪路径分析,v0.9.0,,explanation,docs/explanation/factor-tracking-roadmap.md,
02-design/data-layer/v9-data-relationship-er.md,v9-data-relationship-er.md,6820,2026-07-13T22:53:54.880826,V9 数据库实体关系蓝图,v1.1.0,,explanation,docs/explanation/v9-data-relationship-er.md,
02-design/data-layer/v9-data-timeline.md,v9-data-timeline.md,9973,2026-07-13T22:53:54.880826,V9 数据时间关系与生命周期蓝图,v1.1.0,,reference,docs/reference/v9-data-timeline.md,
02-design/data-layer/V9_IndexedDB_Store_Schema.md,V9_IndexedDB_Store_Schema.md,38259,2026-07-13T22:53:54.881827,,,,reference,docs/reference/V9_IndexedDB_Store_Schema.md,
02-design/data-layer/V9_数据血缘追踪.md,V9_数据血缘追踪.md,39168,2026-07-13T22:53:54.881827,,,,reference,docs/reference/V9_数据血缘追踪.md,
02-design/data-layer/《V9数据架构修订建议》.md,《V9数据架构修订建议》.md,19070,2026-07-13T22:53:54.881827,,,,reference,docs/reference/《V9数据架构修订建议》.md,
02-design/data-layer/数据治理路线图.md,数据治理路线图.md,17563,2026-07-14T08:28:18.279187,,,,reference,docs/reference/数据治理路线图.md,./09-quality-gates.md; ./DATA_DICTIONARY_INDEX.md; ../01-requirements/V9数据宪法.md; docs/audit/V9现有数据资产清单.md; ../01-requirements/03-architecture-standards.md
02-design/services/05-engine-specs.md,05-engine-specs.md,36499,2026-07-14T08:28:18.279187,,,,reference,docs/reference/05-engine-specs.md,
02-design/services/06-routing-specs.md,06-routing-specs.md,21891,2026-07-13T22:53:54.882941,,,,reference,docs/reference/06-routing-specs.md,
02-design/services/ai-center-contract.md,ai-center-contract.md,8372,2026-07-13T22:53:54.883996,ai-center-contract.md — AI 中心接口契约,,,reference,docs/reference/ai-center-contract.md,
02-design/services/analysis-contract.md,analysis-contract.md,13717,2026-07-13T22:53:54.883996,analysis-contract.md,,,reference,docs/reference/analysis-contract.md,
02-design/services/API_CONTRACT.md,API_CONTRACT.md,15845,2026-07-13T22:53:54.885000,,,,reference,docs/reference/API_CONTRACT.md,
02-design/services/backtest-contract.md,backtest-contract.md,9639,2026-07-13T22:53:54.885000,backtest-contract.md — 回测引擎接口契约,,,reference,docs/reference/backtest-contract.md,
02-design/services/collection-contract.md,collection-contract.md,9068,2026-07-13T22:53:54.885000,collection-contract.md — 数据采集子域接口契约,,,reference,docs/reference/collection-contract.md,
02-design/services/data-collector-contract.md,data-collector-contract.md,4800,2026-07-13T22:53:54.885998,data-collector 服务契约,,,reference,docs/reference/data-collector-contract.md,
02-design/services/dataflow-engine-spec.md,dataflow-engine-spec.md,6519,2026-07-13T22:53:54.885998,DataFlow Engine 实现规格,v0.9.0,,reference,docs/reference/dataflow-engine-spec.md,
02-design/services/execution-contract.md,execution-contract.md,8077,2026-07-13T22:53:54.885998,execution-contract.md — 交易执行子域接口契约,,,reference,docs/reference/execution-contract.md,
02-design/services/export-contract.md,export-contract.md,7841,2026-07-13T22:53:54.887996,export-contract.md,,,reference,docs/reference/export-contract.md,
02-design/services/fetcher-contract.md,fetcher-contract.md,5374,2026-07-13T22:53:54.887996,fetcher 服务契约,,,reference,docs/reference/fetcher-contract.md,
02-design/services/hybrid-proofread-contract.md,hybrid-proofread-contract.md,9340,2026-07-13T22:53:54.888504,hybrid-proofread 服务契约,,,reference,docs/reference/hybrid-proofread-contract.md,
02-design/services/input-contract.md,input-contract.md,10858,2026-07-13T22:53:54.888504,input-contract.md,,,reference,docs/reference/input-contract.md,
02-design/services/llm-contract.md,llm-contract.md,9759,2026-07-13T22:53:54.888504,LLM 子域接口契约,,,reference,docs/reference/llm-contract.md,
02-design/services/news-contract.md,news-contract.md,12372,2026-07-13T22:53:54.889513,news-contract.md — 新闻资讯子域接口契约,,,reference,docs/reference/news-contract.md,
02-design/services/portfolio-contract.md,portfolio-contract.md,7982,2026-07-13T22:53:54.889513,portfolio-contract.md,,,reference,docs/reference/portfolio-contract.md,
02-design/services/pwa-contract.md,pwa-contract.md,6349,2026-07-13T22:53:54.890514,PWA Service Worker 子域接口契约,,,reference,docs/reference/pwa-contract.md,
02-design/services/rbac-contract.md,rbac-contract.md,15351,2026-07-13T22:53:54.891512,rbac-contract.md,,,reference,docs/reference/rbac-contract.md,
02-design/services/scoring-contract.md,scoring-contract.md,5721,2026-07-13T22:53:54.891512,scoring 服务契约,,,reference,docs/reference/scoring-contract.md,
02-design/services/screening-contract.md,screening-contract.md,9283,2026-07-13T22:53:54.891512,screening-contract.md — 选股/筛选子域接口契约,,,reference,docs/reference/screening-contract.md,
02-design/services/stock-analysis-contract.md,stock-analysis-contract.md,10926,2026-07-13T22:53:54.891512,stock-analysis-contract.md — 个股分析子域接口契约,,,reference,docs/reference/stock-analysis-contract.md,
02-design/services/stockpool-contract.md,stockpool-contract.md,8836,2026-07-13T22:53:54.891512,stockpool-contract.md — 股票池管理子域接口契约,,,reference,docs/reference/stockpool-contract.md,
02-design/services/system-contract.md,system-contract.md,13147,2026-07-13T22:53:54.891512,system-contract.md,,,reference,docs/reference/system-contract.md,
02-design/services/trade-contract.md,trade-contract.md,9150,2026-07-13T22:53:54.891512,trade-contract.md — 交易域接口契约,,,reference,docs/reference/trade-contract.md,
02-design/services/trading-contract.md,trading-contract.md,18897,2026-07-13T22:53:54.893018,trading-contract.md,,,reference,docs/reference/trading-contract.md,
02-design/services/useCase-contract.md,useCase-contract.md,14617,2026-07-13T22:53:54.893534,useCase-contract.md — 业务用例编排接口契约,,,reference,docs/reference/useCase-contract.md,
02-design/services/_contract-template.md,_contract-template.md,3628,2026-07-13T22:53:54.893534,Service 子域契约模板,,,reference,docs/reference/_contract-template.md,
02-design/services/《功能模块数据契约》.md,《功能模块数据契约》.md,87024,2026-07-13T22:53:54.894639,功能模块数据契约,v0.9.8,,reference,docs/reference/《功能模块数据契约》.md,
02-design/services/双通道投研评分系统技术方案.md,双通道投研评分系统技术方案.md,23905,2026-07-13T22:53:54.894639,,,,explanation,docs/explanation/双通道投研评分系统技术方案.md,
02-design/standards/07-operation-strategy.md,07-operation-strategy.md,10114,2026-07-13T22:53:54.895640,,,,reference,docs/reference/07-operation-strategy.md,
02-design/standards/08-implementation-plan.md,08-implementation-plan.md,16395,2026-07-14T08:28:18.279187,,,,reference,docs/reference/08-implementation-plan.md,
02-design/standards/10-glossary.md,10-glossary.md,16568,2026-07-13T22:53:54.895640,,,,explanation,docs/explanation/10-glossary.md,
02-design/standards/ai-center-data-definition.md,ai-center-data-definition.md,17810,2026-07-13T22:53:54.896639,,,,explanation,docs/explanation/ai-center-data-definition.md,
02-design/standards/AI_CENTER_VUE3_EXAMPLES.md,AI_CENTER_VUE3_EXAMPLES.md,15435,2026-07-13T22:53:54.896639,,,,explanation,docs/explanation/AI_CENTER_VUE3_EXAMPLES.md,
02-design/standards/audit-b4-4-security.md,audit-b4-4-security.md,18987,2026-07-14T08:28:18.279187,,,,reference,docs/reference/audit-b4-4-security.md,
02-design/standards/backtest-data-definition.md,backtest-data-definition.md,6057,2026-07-13T22:53:54.898145,,,,reference,docs/reference/backtest-data-definition.md,
02-design/standards/chart-integration.md,chart-integration.md,8012,2026-07-14T08:28:18.279187,V9 图表组件集成规格,v0.9.0-doc-sync-batch2,,reference,docs/reference/chart-integration.md,
02-design/standards/code-review-guide.md,code-review-guide.md,19347,2026-07-14T08:28:18.282412,,,,how-to,docs/how-to/code-review-guide.md,
02-design/standards/CODE-REVIEW.md,CODE-REVIEW.md,17713,2026-07-14T08:28:18.279187,,,,reference,docs/reference/CODE-REVIEW.md,
02-design/standards/coding-conventions.md,coding-conventions.md,2926,2026-07-13T22:53:54.899150,,,,reference,docs/reference/coding-conventions.md,
02-design/standards/complexity-governance.md,complexity-governance.md,1752,2026-07-13T22:53:54.900297,,,,explanation,docs/explanation/complexity-governance.md,../AGENTS.md
02-design/standards/dataflow-data-definition.md,dataflow-data-definition.md,6377,2026-07-14T08:28:18.282412,,,,explanation,docs/explanation/dataflow-data-definition.md,
02-design/standards/DATA_DEFINITION.md,DATA_DEFINITION.md,56498,2026-07-14T08:28:18.279187,,,,reference,docs/reference/DATA_DEFINITION.md,
02-design/standards/DATA_DICTIONARY_INDEX.md,DATA_DICTIONARY_INDEX.md,3287,2026-07-14T08:28:18.279187,,,,reference,docs/reference/DATA_DICTIONARY_INDEX.md,
02-design/standards/development-workflow-sop.md,development-workflow-sop.md,18910,2026-07-14T08:28:18.282412,,,,reference,docs/reference/development-workflow-sop.md,../../AGENTS.md; ../../ARCHITECTURE.md; ../../CHANGELOG.md; ../GOVERNANCE.md
02-design/standards/gateway-write-permission-spec.md,gateway-write-permission-spec.md,12153,2026-07-14T08:28:18.282412,,,,reference,docs/reference/gateway-write-permission-spec.md,../../AGENTS.md; ../01-requirements/FILE-MANAGEMENT-GUIDE.md; ../02-design/core-data-strategy-report.md
02-design/standards/HOOKS_GUIDE.md,HOOKS_GUIDE.md,3344,2026-07-14T08:28:18.279187,,,,how-to,docs/how-to/HOOKS_GUIDE.md,
02-design/standards/implementation-governance.md,implementation-governance.md,6773,2026-07-13T22:53:54.905386,实施治理与架构决策记录,v0.9.0,,explanation,docs/explanation/implementation-governance.md,
02-design/standards/jsdoc-convention.md,jsdoc-convention.md,1618,2026-07-13T22:53:54.905386,,,,explanation,docs/explanation/jsdoc-convention.md,../AGENTS.md
02-design/standards/multi-factor-screening-data-definition.md,multi-factor-screening-data-definition.md,2634,2026-07-14T08:28:18.282412,,,,explanation,docs/explanation/multi-factor-screening-data-definition.md,
02-design/standards/news-data-definition.md,news-data-definition.md,8485,2026-07-13T22:53:54.906385,,,,explanation,docs/explanation/news-data-definition.md,
02-design/standards/overview.md,overview.md,15310,2026-07-14T08:28:18.282412,,,,explanation,docs/explanation/overview.md,
02-design/standards/RBAC整合可行性分析与实施计划_2026-07-08.md,RBAC整合可行性分析与实施计划_2026-07-08.md,11385,2026-07-14T08:28:18.279187,,,,explanation,docs/explanation/RBAC整合可行性分析与实施计划_2026-07-08.md,
02-design/standards/risk-derived-data-definition.md,risk-derived-data-definition.md,12276,2026-07-13T22:53:54.915106,,,,reference,docs/reference/risk-derived-data-definition.md,
02-design/standards/seven-dim-advanced-config-implementation.md,seven-dim-advanced-config-implementation.md,18521,2026-07-14T08:28:18.285461,,,,reference,docs/reference/seven-dim-advanced-config-implementation.md,
02-design/standards/seven-dim-config-data-definition.md,seven-dim-config-data-definition.md,18319,2026-07-13T22:53:54.915106,,,,explanation,docs/explanation/seven-dim-config-data-definition.md,
02-design/standards/task-graph-template.md,task-graph-template.md,1709,2026-07-13T22:53:54.916106,,,,explanation,docs/explanation/task-graph-template.md,../../AGENTS.md
02-design/standards/《V9核心数据字典与类型定义（整合版）》.md,《V9核心数据字典与类型定义（整合版）》.md,159687,2026-07-14T08:28:18.285461,,,,reference,docs/reference/《V9核心数据字典与类型定义（整合版）》.md,
02-design/standards/《V9现有数据资产清单》.md,《V9现有数据资产清单》.md,48290,2026-07-14T08:28:18.286972,,,,reference,docs/reference/《V9现有数据资产清单》.md,
02-design/standards/design-tokens/04-ui-ux-specs.md,04-ui-ux-specs.md,17625,2026-07-13T22:53:54.901811,,,,reference,docs/reference/04-ui-ux-specs.md,
02-design/standards/design-tokens/design-token-mapping.md,design-token-mapping.md,22896,2026-07-13T22:53:54.901811,,,,explanation,docs/explanation/design-token-mapping.md,
02-design/standards/design-tokens/design-tokens.md,design-tokens.md,12831,2026-07-13T22:53:54.901811,,,,explanation,docs/explanation/design-tokens.md,
02-design/standards/design-tokens/PAGE_STRUCTURE.md,PAGE_STRUCTURE.md,3764,2026-07-14T08:28:18.282412,,,,explanation,docs/explanation/PAGE_STRUCTURE.md,
02-design/standards/design-tokens/song-aesthetics.md,song-aesthetics.md,1679,2026-07-14T08:28:18.282412,,,,explanation,docs/explanation/song-aesthetics.md,
02-design/standards/design-tokens/spacing-tokens.md,spacing-tokens.md,5754,2026-07-13T22:53:54.903830,,,,explanation,docs/explanation/spacing-tokens.md,
02-design/standards/design-tokens/token-usage-cookbook.md,token-usage-cookbook.md,2833,2026-07-13T22:53:54.904379,,,,explanation,docs/explanation/token-usage-cookbook.md,
02-design/standards/quality-gates/09-quality-gates.md,09-quality-gates.md,12111,2026-07-13T22:53:54.906385,,,,explanation,docs/explanation/09-quality-gates.md,
02-design/standards/quality-gates/audit-b4-1-code-quality.md,audit-b4-1-code-quality.md,18223,2026-07-13T22:53:54.907390,,,,reference,docs/reference/audit-b4-1-code-quality.md,
02-design/standards/quality-gates/audit-b4-2-test-quality.md,audit-b4-2-test-quality.md,20226,2026-07-13T22:53:54.907390,,,,explanation,docs/explanation/audit-b4-2-test-quality.md,
02-design/standards/quality-gates/audit-b4-3-performance.md,audit-b4-3-performance.md,20043,2026-07-14T08:28:18.282412,,,,explanation,docs/explanation/audit-b4-3-performance.md,../01-requirements/v9-code-quality-audit-report-20260629.md
02-design/standards/quality-gates/optimization-progress-report.md,optimization-progress-report.md,26050,2026-07-14T08:28:18.285461,,,,explanation,docs/explanation/optimization-progress-report.md,
02-design/standards/quality-gates/performance-baseline.md,performance-baseline.md,2916,2026-07-13T22:53:54.910387,,,,explanation,docs/explanation/performance-baseline.md,
02-design/standards/quality-gates/quality-assurance-strategy.md,quality-assurance-strategy.md,17656,2026-07-13T22:53:54.910387,,,,explanation,docs/explanation/quality-assurance-strategy.md,
02-design/standards/quality-gates/quality-gates-baseline.md,quality-gates-baseline.md,4661,2026-07-13T22:53:54.910387,质量门禁实测基线（2026-06-25）,v0.9.0,,explanation,docs/explanation/quality-gates-baseline.md,
02-design/standards/quality-gates/TECH-DEBT.md,TECH-DEBT.md,22826,2026-07-13T22:53:54.911387,,,,reference,docs/reference/TECH-DEBT.md,
02-design/standards/quality-gates/visual-regression-guide.md,visual-regression-guide.md,6149,2026-07-13T22:53:54.911387,,,,how-to,docs/how-to/visual-regression-guide.md,
02-design/standards/quality-gates/《V9 代码实现分析报告》.md,《V9 代码实现分析报告》.md,8142,2026-07-14T08:28:18.285461,V9 代码实现分析报告,v1.0.0,,explanation,docs/explanation/《V9 代码实现分析报告》.md,
02-design/standards/quality-gates/《V9 架构覆盖分析报告》.md,《V9 架构覆盖分析报告》.md,5662,2026-07-13T22:53:54.912386,V9 架构覆盖分析报告,v1.0.0,,explanation,docs/explanation/《V9 架构覆盖分析报告》.md,
